Date,producer-price-index-yy european-union,consumer-price-index-yy european-union,markit-manufacturing-pmi european-union,markit-services-pmi european-union,consumer-confidence-indicator european-union,retail-sales-yy european-union,industrial-production-yy european-union,trade-balance european-union,unemployment-rate european-union,markit-composite-pmi european-union,ecb-deposit-rate-decision european-union,zew-indicator-of-economic-sentiment european-union,ecb-interest-rate-decision european-union,producer-price-index-yy united-states,consumer-price-index-yy united-states,ism-manufacturing-pmi united-states,ism-non-manufacturing-pmi united-states,consumer-confidence-index united-states,retail-sales-yy united-states,retail-sales-ex-autos-mm united-states,durable-goods-orders united-states,nonfarm-payrolls united-states,industrial-production-mm united-states,trade-balance united-states,housing-starts united-states,new-home-sales united-states,building-permits united-states,existing-home-sales united-states,unemployment-rate united-states,adp-nonfarm-employment-change united-states,ny-empire-state-manufacturing-index united-states,chicago-pmi united-states,capacity-utilization united-states,factory-orders united-states,durable-goods-orders-ex-transportation united-states,business-inventories-mm united-states,pce-price-index-mm united-states,core-pce-price-index-yy united-states,core-pce-price-index-mm united-states,average-hourly-earnings-mm united-states,fed-interest-rate-decision united-states,EURUSD
2012-04,3.6,2.6,46.0,47.9,-19.9,-2.1,-1.5,3.7,10.8,46.0,0.14285714285714285,13.1,1.0,2.8,2.7,53.3,56.0,69.5,6.5,0.8,-3.7,154.0,-0.6,-45.42,0.699,0.332,0.769,4.47,8.2,230.0,6.6,62.2,78.4,1.1,-0.8,0.6,0.2,2.1,0.2,0.2,0.25,1.3241524696350098
2012-03,3.8,2.7,47.7,48.7,-19.1,-1.1,-1.7,5.3,10.7,46.0,0.17857142857142858,11.0,1.0,3.3,2.9,51.9,57.3,71.6,6.5,0.9,1.9,240.0,0.0,-52.52,0.694,0.353,0.715,4.6,8.3,173.0,20.2,64.0,78.7,-1.1,1.9,0.8,0.3,1.9,0.1,0.3,0.25,1.334507703781128
2012-02,4.3,2.6,48.8,50.4,-20.2,-1.3,-1.8,7.4,10.649999999999999,46.0,0.2142857142857143,-8.1,1.0,4.1,2.9,54.1,56.8,61.5,5.8,1.1,-3.6,275.0,0.4,-50.42,0.706,0.318,0.676,4.63,8.3,325.0,19.5,60.2,78.8,1.4,-3.2,0.6,0.2,1.85,0.1,0.1,0.25,1.3477997779846191
2012-01,5.4,2.7,46.9,50.5,-20.3,-1.5,0.1,6.1,10.6,46.0,0.25,-32.5,1.0,4.8,3.0,53.1,52.6,64.8,6.5,-0.5,3.2,203.0,1.0,-47.06,0.689,0.324,0.671,4.38,8.5,227.5,13.5,62.2,78.5,2.2,2.1,0.3,0.1,1.8,0.1,0.1,0.25,1.3139568567276
2011-12,5.5,3.0,46.9,48.3,-21.2,-0.7,1.0,0.5,10.45,46.0,0.5,-54.1,1.0,5.7,3.4,52.2,52.0,55.2,6.7,0.3,4.3,100.0,-0.3,-43.27,0.685,0.318,0.68,4.39,8.7,130.0,8.2,62.5,77.9,-0.2,0.5,0.8,0.1,1.7,0.1,0.0,0.25,1.2956053018569946
2011-11,5.8,3.0,46.4,47.8,-20.4,-1.4,2.2,2.5,10.3,46.0,0.5625,-59.1,1.25,5.9,3.5,51.8,52.9,40.9,7.2,0.6,0.0,100.0,0.7,-44.17,0.627,0.311,0.644,4.25,9.0,116.0,0.6,59.3,77.9,-0.1,1.5,0.0,-0.1,1.7,0.1,0.3,0.25,1.3324095010757446
2011-10,5.8,3.0,47.3,47.2,-19.9,-0.1,6.0,-1.2,10.2,46.0,0.625,-51.2,1.5,6.9,3.9,52.5,53.0,46.4,7.9,0.5,-1.5,210.0,-0.1,-44.92,0.63,0.302,0.589,4.9,9.1,102.5,-8.5,61.3,77.7,0.1,1.8,0.4,0.2,1.6,0.0,0.3,0.25,1.4140071868896484
2011-09,6.1,2.5,48.4,49.1,-19.1,-0.4,4.4,-3.6,10.1,46.0,0.6875,-44.6,1.5,6.5,3.8,52.5,53.3,45.2,7.2,0.5,-0.1,104.0,0.0,-45.63,0.572,0.29,0.625,5.06,9.1,89.0,-8.8,58.1,77.6,1.1,-0.4,0.5,0.3,1.7,0.2,-0.2,0.25,1.3585848808288574
2011-08,5.9,2.5,50.4,51.6,-16.5,-0.7,2.6,-2.7,10.0,46.0,0.75,-40.0,1.5,7.2,3.6,51.4,52.7,59.2,8.5,0.3,4.1,127.0,0.9,-51.6,0.601,0.295,0.601,4.67,9.1,145.0,-7.7,59.8,77.5,2.1,0.7,0.4,0.4,1.6,0.2,0.5,0.25,1.4433138370513916
2011-07,6.2,2.5,50.4,51.4,-11.4,-2.3,4.4,-0.8,9.9,46.0,0.6666666666666666,-7.0,1.5,7.0,3.6,55.3,53.3,57.6,8.1,0.2,-1.3,46.0,0.4,-50.83,0.613,0.303,0.617,4.84,9.2,36.0,-3.8,61.1,76.7,0.6,0.6,0.9,0.30000000000000004,1.4500000000000002,0.2,0.0,0.25,1.4331985712051392
2011-06,6.7,2.7,52.0,54.2,-9.7,0.8,5.3,-2.5,9.9,46.0,0.5833333333333334,-5.9,1.25,7.3,3.6,53.5,54.6,61.7,7.7,0.2,1.9,25.0,-0.1,-43.63,0.549,0.308,0.609,4.81,9.1,177.0,-7.8,56.6,76.7,-0.9,0.7,1.0,0.2,1.3,0.2,0.3,0.25,1.4478904008865356
2011-05,6.8,2.7,54.8,55.4,-9.9,-1.7,5.8,-2.2,9.9,46.0,0.5,13.6,1.25,6.8,3.2,60.4,52.8,66.0,7.6,0.5,-2.7,232.0,0.0,-46.82,0.541,0.316,0.563,5.0,9.0,192.0,11.9,67.6,76.7,3.8,-0.4,1.3,0.3,1.1,0.2,0.1,0.25,1.4322338104248047
2011-04,6.6,2.8,57.7,56.9,-11.6,1.3,7.7,-2.7,9.9,46.0,0.4891304347826087,19.7,1.25,5.8,2.7,61.2,57.3,63.8,7.1,1.2,4.4,221.0,0.7,-45.44,0.585,0.305,0.574,5.09,8.8,207.0,21.7,70.6,77.0,1.7499999999999998,2.5,0.7,0.4,0.9,0.1,0.0,0.25,1.4820963144302368
2011-03,5.9,2.4,57.7,56.9,-10.6,0.4,6.3,-3.7,10.0,46.0,0.4782608695652174,31.0,1.0,5.6,2.1,61.4,59.7,72.0,8.9,1.1,-1.1,194.0,0.1,-46.97,0.512,0.281,0.534,4.92,8.9,189.0,17.5,71.2,76.5,-0.3,-0.6,1.0,0.4,0.9,0.2,0.0,0.25,1.4121301174163818
2011-02,5.3,2.3,57.3,57.2,-10.0,-0.4,8.8,-1.8,10.0,46.0,0.46739130434782605,29.5,1.0,3.6,1.6,60.8,59.4,64.8,7.8,0.6,3.6,63.0,0.3,-40.26,0.618,0.31,0.568,5.4,9.0,247.0,15.4,68.8,76.8,1.4,-3.0,1.1,0.3,0.8,0.2,0.4,0.25,1.373437762260437
2011-01,4.5,2.4,57.1,55.2,-11.2,1.0,7.9,-2.8,10.0,46.0,0.4565217391304348,25.4,1.0,4.0,1.5,58.5,57.1,53.3,7.9,0.3,-0.4,121.0,1.2,-38.32,0.52,0.331,0.627,5.22,9.4,92.0,11.9,66.8,76.8,1.3,4.5,0.4,0.3,0.7,0.0,0.1,0.25,1.3572757244110107
2010-12,4.3,1.9,56.8,53.7,-11.0,0.9,7.1,3.5,10.05,46.0,0.44565217391304346,15.5,1.0,3.5,1.1,56.6,55.0,54.3,7.7,1.2,-1.3,71.0,0.3,-38.42,0.553,0.287,0.544,4.7,9.8,82.0,9.9,61.9,75.4,-0.7,2.4,0.8,0.3,0.8,0.1,0.1,0.25,1.3301233053207397
2010-11,4.3,1.9,55.5,55.2,-9.4,1.4,5.5,2.0,10.1,46.0,0.43478260869565216,13.8,1.0,4.3,1.2,56.9,54.3,49.9,7.3,0.3,-3.1,172.0,-0.2,-44.6,0.534,0.282,0.552,4.43,9.6,-2.0,-11.1,60.2,74.9,3.0,-1.9,1.3,0.5,0.8,0.2,0.3,0.25,1.3103927373886108
2010-10,3.6,1.9,54.1,53.2,-11.0,1.5,8.5,-1.7,10.0,46.0,0.42391304347826086,1.8,1.0,4.0,1.1,54.4,53.2,48.5,7.3,0.5,5.0,-41.0,-0.2,-46.48,0.588,0.308,0.539,4.53,9.6,10.0,15.7,60.6,74.8,0.0,1.3,0.6,0.3,1.4,0.1,0.0,0.25,1.377808928489685
2010-09,4.0,1.6,53.6,55.9,-11.0,1.4,7.3,-0.2,10.0,46.0,0.41304347826086957,4.4,1.0,3.1,1.1,56.3,51.5,53.2,3.6,0.6,-1.0,-57.0,0.2,-42.58,0.608,0.288,0.571,4.12,9.6,37.0,4.1,56.7,74.8,0.1,1.9,1.1,0.4,1.4,0.1,0.3,0.25,1.3628062009811401
2010-08,3.0,1.6,55.0,55.8,-11.4,1.4,8.2,-1.4,10.0,46.0,0.40217391304347827,15.8,1.0,4.2,1.2,55.5,54.3,51.0,5.5,0.1,0.7,-54.0,1.0,-49.76,0.541,0.288,0.56,3.83,9.5,28.0,7.1,62.3,74.6,-1.2,-2.8,0.5,0.5,1.4,0.1,0.2,0.25,1.266592264175415
2010-07,3.1,1.7,55.6,56.0,-14.0,0.9,9.8,-3.0,10.0,46.0,0.3913043478260869,10.7,1.0,2.8,1.1,56.2,53.8,54.3,4.8,-0.1,-0.1,-221.0,-0.1,-41.98,0.537,0.315,0.58,5.26,9.5,19.0,5.1,59.1,74.1,-1.4,-0.6,0.1,0.4,1.45,0.1,-0.1,0.25,1.3040019273757935
2010-06,2.8,1.4,55.6,55.4,-17.3,-0.3,9.1,1.4,10.0,46.0,0.3804347826086957,18.8,1.0,5.3,2.0,59.7,55.4,62.7,6.9,-1.2,-0.8,433.0,1.3,-40.32,0.578,0.267,0.57,5.66,9.7,65.0,19.6,59.7,74.7,1.0,1.6,0.4,0.3,1.5,0.1,0.2,0.25,1.223002314567566
2010-05,0.9,1.6,55.9,56.0,-18.0,1.8,7.7,0.0,10.0,46.0,0.3695652173913043,37.6,1.0,5.5,2.2,60.4,55.4,57.7,8.8,0.6,2.9,290.0,0.7,-40.4,0.66,0.446,0.61,5.77,9.9,42.0,19.1,63.8,73.7,1.3,-1.0,0.7,0.2,1.2,0.1,0.1,0.25,1.2287880182266235
2010-04,-0.4,1.4,57.5,55.5,-15.0,0.4,4.2,3.4,10.0,46.0,0.358695652173913,46.0,1.0,6.0,2.3,59.6,55.4,52.3,7.6,1.2,0.0,230.0,0.2,-39.4,0.64,0.439,0.69,5.36,9.7,19.0,31.9,58.8,73.1,1.3,4.8,0.4,0.35,1.25,0.05,-0.1,0.25,1.3298048973083496
2010-03,-1.0,1.5,56.3,51.8,-17.3,-0.6,1.9,1.9,10.0,46.0,0.34782608695652173,37.9,1.0,4.4,2.1,56.5,53.0,46.0,3.9,0.8,1.1,-14.0,0.3,-37.0,0.616,0.324,0.63,5.01,9.7,-60.0,22.9,62.6,72.7,1.3,1.7,0.2,0.5,1.3,0.0,0.1,0.25,1.3508037328720093
2010-02,-2.9,1.0,52.4,52.0,-17.4,-0.1,-3.7,5.2,9.95,46.0,0.33695652173913043,40.2,1.0,4.6,2.6,58.4,50.5,56.5,4.7,0.5,3.9,-26.0,0.9,-39.9,0.61,0.309,0.62,5.05,9.7,-61.0,24.9,61.5,72.5,1.5,-0.6,-0.3,0.3,1.5,0.1,0.2,0.25,1.3637913465499878
2010-01,-4.4,1.0,51.6,52.3,-15.8,-2.4,-6.9,4.0,9.9,46.0,0.32608695652173914,46.4,1.0,4.4,2.7,54.9,49.8,53.6,5.4,-0.2,1.9,-150.0,0.7,-36.4,0.58,0.348,0.65,5.45,10.0,-169.0,15.9,58.7,71.9,1.0,2.0,0.4,0.5,1.45,0.05,0.2,0.25,1.387694001197815
2009-12,-6.6,0.5,51.6,53.7,-16.55,-1.3,-11.1,4.7,9.9,46.0,0.31521739130434784,48.0,1.0,2.4,1.8,53.6,48.7,50.6,1.9,1.9,-0.4,4.0,0.6,-33.2,0.58,0.37,0.59,6.54,10.0,-195.0,2.6,56.1,71.5,0.8,2.1,0.4,0.7,1.4,0.0,0.2,0.25,1.4327058792114258
2009-11,-7.7,-0.1,51.0,53.2,-17.3,-3.1,-12.8,4.3,9.850000000000001,46.0,0.30434782608695654,51.8,1.0,-1.9,-0.2,55.7,50.6,48.7,-1.7,0.2,-0.6,-111.0,0.0,-35.65,0.53,0.4,0.55,6.1,10.2,-211.0,23.5,54.2,70.6,1.6,-1.3,-0.4,0.6,1.4,0.2,0.3,0.25,1.5038950443267822
2009-10,-7.5,-0.1,50.7,52.3,-17.7,-2.3,-15.1,2.2,9.8,46.0,0.2934782608695652,56.9,1.0,-4.8,-1.3,52.6,50.9,53.4,-5.7,0.4,2.0,-219.0,0.6,-30.8,0.59,0.405,0.57,5.54,9.8,-227.0,34.6,46.1,70.5,-0.8,1.8,-1.6,-0.6,1.3,0.1,0.1,0.25,1.4732965230941772
2009-09,-8.5,-0.3,49.0,49.9,-19.1,-1.7,-15.9,6.0,9.6,46.0,0.2826086956521739,59.6,1.0,-4.3,-1.5,52.9,48.4,54.5,-5.3,1.1,-2.6,-201.0,1.2,-31.85,0.59,0.417,0.58,5.09,9.7,-360.0,18.9,50.0,69.9,1.4,-0.3,-1.1,-0.14999999999999997,1.35,0.1,0.4,0.25,1.465502142906189
2009-08,-6.6,-0.2,46.3,49.5,-22.1,-2.3,-16.8,2.3,9.55,46.0,0.2717391304347826,54.9,1.0,-6.8,-2.1,48.9,46.4,47.4,-8.3,-0.5,4.9,-276.0,1.0,-27.49,0.59,0.433,0.56,5.24,9.4,-473.0,12.1,43.4,69.0,0.9,0.8,-1.4,0.3,1.4,0.1,0.3,0.25,1.434267520904541
2009-07,-6.0,-0.6,46.0,45.6,-23.1,-3.6,-17.8,1.1,9.5,46.0,0.2608695652173913,39.5,1.0,-4.6,-1.4,44.8,47.0,49.3,-9.0,0.5,-1.3,-467.0,-0.4,-25.97,0.59,0.395,0.57,4.89,9.5,-485.0,-0.6,39.9,68.1,1.1,2.5,-1.2,0.2,1.6,0.1,0.0,0.25,1.4260046482086182
2009-06,-4.8,-0.1,42.4,44.5,-25.2,-2.5,-21.3,0.7,9.3,46.0,0.25,42.7,1.0,-5.0,-1.3,42.8,44.0,54.8,-9.6,0.4,1.3,-322.0,-1.2,-28.79,0.53,0.342,0.518,4.77,9.4,-491.0,-9.4,34.9,68.2,0.5,1.1,-1.3,0.1,1.8,0.1,0.2,0.25,1.4038830995559692
2009-05,-3.3,0.6,40.5,44.7,-28.3,-3.1,-19.2,-1.8,9.25,46.0,0.25,28.5,1.0,-3.7,-0.7,40.1,43.7,40.8,-10.1,-0.2,1.9,-504.0,-0.7,-28.53,0.45,0.344,0.5,4.66,8.9,-708.0,-4.6,40.1,69.1,-0.9,0.4,-1.0,-0.09999999999999998,1.8,0.15000000000000002,0.1,0.25,1.4120903015136719
2009-04,-1.4,0.6,36.7,40.9,-30.6,-5.1,-17.4,-2.9,9.2,46.0,0.5,11.8,1.25,-3.5,-0.4,36.3,40.8,26.9,-9.4,-1.2,-0.8,-699.0,-1.7,-26.13,0.53,0.351,0.516,4.55,8.5,-697.0,-14.7,31.4,69.4,0.7,-0.6,-1.4,-0.3,1.8,0.2,0.2,0.25,1.323521614074707
2009-03,-0.9,0.6,33.5,40.1,-34.2,-2.5,-16.8,-5.4,8.899999999999999,46.0,0.75,-6.5,1.5,-1.3,0.2,35.8,41.6,25.3,-8.6,1.0,2.1,-651.0,-1.5,-36.2,0.572,0.358,0.564,4.72,8.1,-522.0,-38.2,34.2,70.3,-3.5,3.9,-1.1,0.4,1.8,0.2,0.2,0.25,1.3246963024139404
2009-02,1.1,1.1,33.6,38.9,-32.9,-1.8,-12.5,-1.7,8.6,46.0,1.0,-8.7,2.0,1.0,0.0,35.6,42.9,37.7,-9.7,1.6,-4.5,-655.0,-1.9,-39.9,0.47,0.322,0.52,4.49,7.6,-659.0,-34.7,33.3,71.9,-4.9,-3.0,-1.3,-1.0,1.7,0.0,0.3,0.25,1.2678931951522827
2009-01,2.9,1.1,34.5,42.5,-30.6,-1.6,-9.1,-4.0,8.0,46.0,2.0,-30.8,2.0,-0.9,0.1,32.4,40.1,38.6,-9.8,-3.1,-4.6,-577.0,-2.4,-41.58,0.56,0.344,0.547,4.74,7.2,-476.0,-22.2,35.1,73.3,-6.5,-5.5,-1.1,-0.9,1.7999999999999998,0.0,0.3,0.25,1.2850992679595947
2008-12,6.1,2.1,34.5,42.0,-28.5,-1.9,-5.8,-1.3,7.85,46.0,2.75,-46.1,2.5,0.4,1.1,36.2,37.3,44.9,-7.4,-2.5,-3.7,-584.0,-1.3,-56.69,0.651,0.388,0.615,4.45,6.7,-179.0,-27.9,33.8,75.2,-6.0,0.6,-0.6,-0.8,1.9,0.0,0.4,0.25,1.3979953527450562
2008-11,7.9,2.1,36.2,45.8,-26.4,-1.4,-2.7,-4.4,7.7,46.0,2.875,-48.5,3.25,5.2,3.7,38.9,44.4,38.0,-4.1,-2.4,-6.2,-320.0,1.5,-56.56,0.791,0.419,0.73,4.91,6.5,-26.0,-25.4,37.8,76.0,-2.5,-4.4,-0.2,-1.0,2.1,0.0,0.2,0.875,1.2675074338912964
2008-10,8.5,3.2,41.3,46.9,-24.3,-1.8,-0.7,-5.7,7.6,46.0,3.0,-50.900000000000006,4.25,8.7,4.9,43.5,50.2,61.4,-1.0,-0.6,-0.2,-284.0,-3.7,-59.08,0.82,0.457,0.805,5.18,6.1,-37.0,-24.6,56.7,75.5,-4.3,-1.0,0.3,-0.3,2.4,0.2,0.2,1.5,1.2701960802078247
2008-09,9.0,3.6,47.6,48.2,-19.0,-1.8,-1.7,-6.7,7.5,46.0,3.125,-53.300000000000004,4.25,9.6,5.4,49.9,50.6,58.5,1.6,-0.7,-5.5,-73.0,-1.0,-61.31,0.895,0.452,0.872,4.91,6.1,-14.0,-7.4,57.9,78.7,0.7,-3.0,1.1,0.0,2.6,0.2,0.4,2.0,1.409641981124878
2008-08,8.0,4.0,47.4,48.2,-19.0,-3.2,-0.8,-3.0,7.4,46.0,3.25,-55.7,4.25,9.8,5.6,50.0,49.5,51.9,2.6,0.3,0.8,-51.0,0.1,-58.8,0.954,0.52,0.937,5.0,5.7,9.0,2.8,50.8,79.9,2.1,0.7,0.7,0.1,2.4,0.3,0.3,2.0,1.4695078134536743
2008-07,7.1,4.1,47.5,48.3,-20.0,0.2,-0.4,-1.5,7.3,46.0,3.230769230769231,-63.7,4.25,9.2,5.0,50.2,48.2,51.0,3.0,0.8,1.3,-51.0,0.4,-59.2,1.066,0.503,1.091,4.86,5.5,25.0,-4.9,49.6,79.8,0.6,2.4,0.3,0.45,2.25,0.2,0.6,2.0,1.5593082904815674
2008-06,6.1,3.7,49.1,49.5,-17.0,-3.0,4.0,1.4,7.25,46.0,3.2115384615384617,-53.650000000000006,4.0,7.2,4.2,49.6,51.7,58.1,2.5,1.2,0.1,-49.0,-0.2,-60.5,0.978,0.533,0.978,4.99,5.5,19.0,-8.7,49.1,79.4,1.3,-0.9,0.5,0.8,2.1,0.1,0.3,2.0,1.57500159740448
2008-05,5.7,3.6,50.5,52.0,-15.0,-1.6,1.6,-1.1,7.2,46.0,3.1923076923076925,-43.6,4.0,6.5,3.9,48.6,52.0,62.8,2.0,1.0,-1.0,-28.0,-0.7,-56.49,1.008,0.525,0.982,4.89,5.0,13.0,-3.2,48.3,79.6,1.5,1.9,0.2,0.4,2.1,0.1,0.1,2.0,1.555790662765503
2008-04,5.3,3.3,50.8,51.6,-12.0,1.0,3.1,1.6,7.1,46.0,3.173076923076923,-44.8,4.0,6.9,4.0,48.6,49.6,65.9,2.0,0.1,-0.3,-80.0,0.2,-61.71,0.954,0.526,0.932,4.93,5.1,-18.0,0.6,48.2,80.4,-0.9,1.5,0.5,0.25,2.05,0.1,0.3,2.0,1.5622069835662842
2008-03,5.0,3.5,52.3,51.7,-12.0,0.2,3.3,-1.0,7.1,46.0,3.1538461538461537,-35.0,4.0,6.4,4.0,48.3,49.3,76.4,2.6,-0.1,-0.9,-76.0,-0.7,-58.96,1.075,0.575,0.984,5.03,4.8,9.5,-22.2,44.5,80.3,-2.3,-2.6,0.9,0.1,2.0,0.1,0.3,2.25,1.5757957696914673
2008-02,4.3,3.2,52.3,51.0,-12.0,-1.8,1.7,-1.8,7.1,46.0,3.1346153846153846,-41.4,4.0,7.4,4.3,50.7,44.6,87.9,3.9,0.5,-4.7,-22.0,0.1,-57.9,1.071,0.601,1.048,4.89,4.9,37.0,-11.7,51.5,81.5,2.0,-1.6,0.7,0.4,2.2,0.3,0.2,2.625,1.519202709197998
2008-01,4.2,3.2,52.6,52.0,-9.0,-1.2,3.1,2.0,7.2,46.0,3.1153846153846154,-41.7,4.0,6.3,4.1,48.4,53.9,88.6,4.1,-0.3,4.4,82.0,0.1,-63.12,1.004,0.605,1.08,4.91,5.0,173.0,9.0,56.4,81.5,1.7,2.6,0.4,0.3,2.2,0.2,0.4,3.0,1.4865025281906128
2007-12,3.3,3.1,52.5,53.2,-8.5,0.4,4.1,3.0,7.2,46.0,3.0961538461538463,-35.7,4.0,7.2,4.3,50.8,54.1,87.8,6.3,1.8,0.5,115.0,0.3,-57.82,1.162,0.634,1.08,5.0,4.7,146.0,9.8,52.9,81.6,0.7,-0.4,0.1,1.0,2.2,0.2,0.5,4.25,1.4601097106933594
2007-11,2.7,2.6,52.6,55.8,-8.0,1.6,3.3,3.6,7.25,46.0,3.076923076923077,-30.0,4.0,6.1,3.5,50.9,55.8,95.2,5.2,0.4,-0.4,170.0,-0.7,-57.12,1.232,0.711,1.17,4.98,4.7,119.0,27.4,49.7,81.4,0.3,-0.9,0.4,0.4,2.0,0.2,0.1,4.375,1.469594120979309
2007-10,1.8,2.1,51.5,55.6,-6.0,0.8,4.5,4.5,7.3,46.0,3.0576923076923075,-19.0,4.0,4.4,2.8,52.0,54.8,99.5,5.0,0.3,-1.4,96.0,0.2,-56.8,1.193,0.716,1.261,5.03,4.7,27.0,28.8,54.2,82.1,-3.5,1.1,0.3,0.5,1.9,0.15000000000000002,0.3,4.5,1.4471989870071411
2007-09,1.8,1.7,54.3,54.0,-6.0,1.3,3.9,0.8,7.35,46.0,3.0384615384615383,-20.3,4.0,2.2,2.0,52.9,55.8,105.0,3.7,-0.4,-5.3,93.0,0.0,-59.0,1.327,0.735,1.307,5.48,4.6,48.0,14.7,53.8,82.0,0.10000000000000009,-1.8,0.5,0.6,1.8,0.1,0.3,4.75,1.427001714706421
2007-08,2.3,1.8,54.2,57.9,-4.0,1.0,2.4,4.4,7.4,46.0,3.019230769230769,-20.3,4.0,4.0,2.4,53.8,55.8,111.9,3.2,0.7,6.1,68.0,0.5,-59.43,1.367,0.867,1.389,5.75,4.6,150.0,25.1,53.4,82.2,3.7,3.4,0.4,0.4,1.9,0.1,0.3,5.25,1.3642005920410156
2007-07,2.4,1.8,54.8,58.1,-2.0,0.1,2.5,3.9,7.5,46.0,3.0,-20.3,4.0,3.3,2.7,56.0,60.7,105.3,3.8,-0.4,1.9,69.0,0.6,-59.16,1.467,0.846,1.413,5.76,4.5,123.5,26.5,60.2,81.7,-0.5,-0.5,0.5,0.2,1.9,0.1,0.3,5.25,1.3672035932540894
2007-06,2.4,1.85,55.4,58.3,-2.0,1.5,2.8,2.3,7.5,46.0,3.0,-20.3,4.0,4.1,2.7,55.0,59.7,108.5,5.0,-1.1102230246251565e-16,-2.3,190.0,-0.1,-58.5,1.434,0.893,1.52,5.99,4.5,97.0,25.8,61.7,81.4,0.5,-0.2,0.4,0.6,2.0,0.1,0.1,5.25,1.3536012172698975
2007-05,2.55,1.9,55.0,58.3,-1.0,2.6,4.0,7.6,7.6,46.0,3.0,-20.3,3.75,3.2,2.6,54.7,56.0,106.3,3.2,0.39999999999999997,1.1,80.0,0.4,-62.39,1.506,0.93,1.4885000000000002,6.01,4.5,106.0,25.8,52.9,81.5,4.1,2.5,0.0,0.5,2.15,0.1,0.06666666666666667,5.25,1.3456052541732788
2007-04,2.7,1.9,55.4,58.3,-4.0,1.2,4.05,5.266666666666667,7.6,46.0,3.0,-20.3,3.75,3.2,2.8,50.9,52.4,108.2,3.8,0.8,4.3,177.0,-0.3,-57.89,1.518,0.844,1.457,6.15,4.4,57.0,25.8,61.7,81.2,1.4,2.5,0.3,0.4,2.3,0.1,0.03333333333333333,5.25,1.3652063608169556
2007-03,2.9,1.9,55.6,58.3,-4.0,1.1,4.1,2.9333333333333336,7.6,46.0,3.0,-20.3,3.75,3.2,2.4,52.3,54.3,111.2,3.2,-0.1,2.4,97.0,1.0,-58.88,1.525,0.836,1.532,6.69,4.5,57.0,25.8,47.9,81.6,-5.7,2.5,0.2,0.7,2.4,0.3,0.0,5.25,1.3358982801437378
2007-02,2.9,1.8,55.6,58.3,-4.0,1.1,4.0,0.6,7.7,46.0,3.0,-20.3,3.75,0.2,2.1,52.3,54.3,111.2,2.3,0.2,-8.7,97.0,-0.3,-61.45,1.408,0.882,1.532,6.44,4.5,57.0,25.8,47.9,81.2,-5.7,2.5,0.0,0.7,2.4,0.3,0.0,5.25,1.322891354560852
