Date,producer-price-index-yy united-states,consumer-price-index-yy united-states,ism-manufacturing-pmi united-states,ism-non-manufacturing-pmi united-states,consumer-confidence-index united-states,retail-sales-yy united-states,retail-sales-ex-autos-mm united-states,durable-goods-orders united-states,nonfarm-payrolls united-states,industrial-production-mm united-states,trade-balance united-states,housing-starts united-states,new-home-sales united-states,building-permits united-states,existing-home-sales united-states,unemployment-rate united-states,adp-nonfarm-employment-change united-states,ny-empire-state-manufacturing-index united-states,chicago-pmi united-states,capacity-utilization united-states,factory-orders united-states,durable-goods-orders-ex-transportation united-states,business-inventories-mm united-states,pce-price-index-mm united-states,core-pce-price-index-yy united-states,core-pce-price-index-mm united-states,average-hourly-earnings-mm united-states,fed-interest-rate-decision united-states,labor-cash-earnings-yy japan,unemployment-rate japan,domestic-corporate-goods-price-index-mm japan,domestic-corporate-goods-price-index-yy japan,corporate-service-price-yy japan,national-consumer-price-index-yy japan,national-consumer-price-index-ex-fresh-food-yy japan,tokyo-consumer-price-index-yy japan,tokyo-consumer-price-index-ex-fresh-food-yy japan,m2-money-stock-yy japan,monetary-base-yy japan,adjusted-trade-balance japan,current-account-nsa japan,balance-of-payments japan,trade-balance japan,all-industry-activity-index-mm japan,capacity-utilization japan,tertiary-industry-activity-index-mm japan,household-spending-yy japan,large-retailers-sales-yy japan,retail-sales-mm japan,boj-interest-rate-decision japan,USDJPY
2011-04,5.8,2.7,61.2,57.3,63.8,7.1,1.2,4.4,221.0,0.7,-45.44,0.585,0.305,0.574,5.09,8.8,207.0,21.7,70.6,77.0,1.7499999999999998,2.5,0.7,0.4,0.9,0.1,0.0,0.25,0.09999999999999998,4.6,0.6,2.0,-1.2,0.0,-0.1,-0.1,0.2,2.7,16.9,1.4,1641.0,723.3,196.5,-0.5,2.9,1.0,-8.5,0.5,0.8,0.1,81.52999877929688
2011-03,5.6,2.1,61.4,59.7,72.0,8.9,1.1,-1.1,194.0,0.1,-46.97,0.512,0.281,0.534,4.92,8.9,189.0,17.5,71.2,76.5,-0.3,-0.6,1.0,0.4,0.9,0.2,0.0,0.25,0.3,4.9,0.2,1.7,-1.1,0.0,-0.3,-0.3,-0.3,2.4,5.6,556.0,461.9,-394.5,653.3,-0.3,3.6,-0.1,-0.2,-0.7,4.1,0.1,83.1500015258789
2011-02,3.6,1.6,60.8,59.4,64.8,7.8,0.6,3.6,63.0,0.3,-40.26,0.618,0.31,0.568,5.4,9.0,247.0,15.4,68.8,76.8,1.4,-3.0,1.1,0.3,0.8,0.2,0.4,0.25,0.1,4.9,0.5,1.6,-1.2,0.0,-0.2,-0.1,-0.4,2.3,5.5,268.8,1195.3,768.8,-471.4,-0.2,3.0,-0.8,-1.0,-1.7,-4.1,0.1,81.62200164794922
2011-01,4.0,1.5,58.5,57.1,53.3,7.9,0.3,-0.4,121.0,1.2,-38.32,0.52,0.331,0.627,5.22,9.4,92.0,11.9,66.8,76.8,1.3,4.5,0.4,0.3,0.7,0.0,0.1,0.25,0.15000000000000002,5.1,0.4,1.2,-1.4,0.0,-0.4,-0.1,-0.2,2.3,7.0,579.9,926.2,259.7,725.9,-0.3,1.6,0.6,-3.3,0.1,2.1,0.1,82.08899688720703
2010-12,3.5,1.1,56.6,55.0,54.3,7.7,1.2,-1.3,71.0,0.3,-38.42,0.553,0.287,0.544,4.7,9.8,82.0,9.9,61.9,75.4,-0.7,2.4,0.8,0.3,0.8,0.1,0.1,0.25,0.2,5.1,0.1,0.9,-1.3,0.1,-0.5,-0.2,-0.4,2.6,7.6,536.0,1436.2,912.9,162.8,-0.8,-2.3,0.3,-0.4,0.4,-1.9,0.1,81.4800033569336
2010-11,4.3,1.2,56.9,54.3,49.9,7.3,0.3,-3.1,172.0,-0.2,-44.6,0.534,0.282,0.552,4.43,9.6,-2.0,-11.1,60.2,74.9,3.0,-1.9,1.3,0.5,0.8,0.2,0.3,0.25,0.5,5.0,0.2,0.8,-1.5,0.2,-0.6,0.2,-0.5,2.7,6.4,575.7,1959.8,927.0,821.9,-0.4,-1.1,-0.9,-0.4,-1.7,-2.8,0.1,84.25399780273438
2010-10,4.0,1.1,54.4,53.2,48.5,7.3,0.5,5.0,-41.0,-0.2,-46.48,0.588,0.308,0.539,4.53,9.6,10.0,15.7,60.6,74.8,0.0,1.3,0.6,0.3,1.4,0.1,0.0,0.25,0.0,5.1,0.0,-0.1,-1.3,-0.6,-1.1,0.3,-0.5,2.8,5.8,611.3,1709.9,195.9,791.1,1.0,-0.9,-0.2,0.0,-1.9,1.4,0.1,81.67900085449219
2010-09,3.1,1.1,56.3,51.5,53.2,3.6,0.6,-1.0,-57.0,0.2,-42.58,0.608,0.288,0.571,4.12,9.6,37.0,4.1,56.7,74.8,0.1,1.9,1.1,0.4,1.4,0.1,0.3,0.25,0.9,5.2,0.0,0.0,-1.4,-0.9,-1.0,-0.6,-1.0,2.8,5.6,590.0,1460.0,916.1,103.2,0.2,-0.3,1.6,1.7,-1.2,0.7,0.1,83.76599884033203
2010-08,4.2,1.2,55.5,54.3,51.0,5.5,0.1,0.7,-54.0,1.0,-49.76,0.541,0.288,0.56,3.83,9.5,28.0,7.1,62.3,74.6,-1.2,-2.8,0.5,0.5,1.4,0.1,0.2,0.25,1.8,5.3,-0.1,-0.1,-1.4,-0.9,-1.1,-1.0,-1.1,2.7,5.4,610.4,1360.0,769.0,804.2,0.2,-2.1,-0.1,1.1,-2.6,0.4,0.1,84.53199768066406
2010-07,2.8,1.1,56.2,53.8,54.3,4.8,-0.1,-0.1,-221.0,-0.1,-41.98,0.537,0.315,0.58,5.26,9.5,19.0,5.1,59.1,74.1,-1.4,-0.6,0.1,0.4,1.45,0.1,-0.1,0.25,0.95,5.2,-0.4,0.5,-1.2,-0.7,-1.0,-1.2,-1.3,2.9,3.6,514.5,904.8,391.0,687.0,1.8,0.8,-0.9,0.8,-4.0,-2.0,0.1,86.44999694824219
2010-06,5.3,2.0,59.7,55.4,62.7,6.9,-1.2,-0.8,433.0,1.3,-40.32,0.578,0.267,0.57,5.66,9.7,65.0,19.6,59.7,74.7,1.0,1.6,0.4,0.3,1.5,0.1,0.2,0.25,0.1,5.1,0.1,0.4,-0.9,-0.9,-1.25,-0.9,-1.3,3.1,3.7,320.2,1379.6,859.1,487.0,-0.8,0.0,2.1,0.5,-3.6,0.5,0.1,88.43000030517578
2010-05,5.5,2.2,60.4,55.4,57.7,8.8,0.6,2.9,290.0,0.7,-40.4,0.66,0.446,0.61,5.77,9.9,42.0,19.1,63.8,73.7,1.3,-1.0,0.7,0.2,1.2,0.1,0.1,0.25,1.6,5.0,0.5,-0.1,-1.2,-1.2,-1.5,-1.4,-1.5,2.9,2.9,729.1,1773.0,1074.7,740.5,-2.3,0.6,-3.0,-0.7,-5.0,0.8,0.1,91.19000244140625
2010-04,6.0,2.3,59.6,55.4,52.3,7.6,1.2,0.0,230.0,0.2,-39.4,0.64,0.439,0.69,5.36,9.7,19.0,31.9,58.8,73.1,1.3,4.8,0.4,0.35,1.25,0.05,-0.1,0.25,1.4000000000000001,4.9,0.2,-1.3,-1.3,-1.1,-1.2,-1.5,-1.9,2.7,2.1,666.2,1119.0,778.0,948.9,3.8,0.0,-0.2,4.4,-4.0,0.9,0.1,93.83000183105469
2010-03,4.4,2.1,56.5,53.0,46.0,3.9,0.8,1.1,-14.0,0.3,-37.0,0.616,0.324,0.63,5.01,9.7,-60.0,22.9,62.6,72.7,1.3,1.7,0.2,0.5,1.3,0.0,0.1,0.25,1.2,4.9,0.1,-1.5,-1.2,-1.1,-1.2,-1.7,-1.8,2.9,2.2,471.8,1712.8,197.2,651.0,-0.3,3.9,2.9,1.7,-5.7,2.0,0.1,93.5199966430664
2010-02,4.6,2.6,58.4,50.5,56.5,4.7,0.5,3.9,-26.0,0.9,-39.9,0.61,0.309,0.62,5.05,9.7,-61.0,24.9,61.5,72.5,1.5,-0.6,-0.3,0.3,1.5,0.1,0.2,0.25,1.0,4.9,0.1,-2.1,-1.2,-1.2,-1.3,-1.8,-1.8,2.9,4.9,728.4,1100.5,631.2,85.2,0.2,1.4,-0.9,1.9,-4.6,-1.2,0.1,88.88999938964844
2010-01,4.4,2.7,54.9,49.8,53.6,5.4,-0.2,1.9,-150.0,0.7,-36.4,0.58,0.348,0.65,5.45,10.0,-169.0,15.9,58.7,71.9,1.0,2.0,0.4,0.5,1.45,0.05,0.2,0.25,-0.8999999999999999,5.2,0.1,-3.9,-1.5,-2.0,-1.3,-1.9500000000000002,-2.0,3.1,5.2,655.9,1304.8,490.6,545.3,1.1,3.2,-0.1,2.1,-7.1499999999999995,0.0,0.1,90.2300033569336
2009-12,2.4,1.8,53.6,48.7,50.6,1.9,1.9,-0.4,4.0,0.6,-33.2,0.58,0.37,0.59,6.54,10.0,-195.0,2.6,56.1,71.5,0.8,2.1,0.4,0.7,1.4,0.0,0.2,0.25,-2.8,5.1,0.1,-5.0,-2.0,-1.9,-1.7,-2.1,-1.9,3.3,3.8,492.4,1321.4,949.0,371.3,-0.6,0.2,0.4,2.2,-9.7,-0.9,0.1,92.91000366210938
2009-11,-1.9,-0.2,55.7,50.6,48.7,-1.7,0.2,-0.6,-111.0,0.0,-35.65,0.53,0.4,0.55,6.1,10.2,-211.0,23.5,54.2,70.6,1.6,-1.3,-0.4,0.6,1.4,0.2,0.3,0.25,-1.9,5.3,-0.7,-6.7,-2.2,-2.5,-1.9,-2.2,-1.9,3.4,4.4,419.1,1338.0,599.2,805.4,0.9,1.6,-0.6,1.6,-7.6499999999999995,0.9,0.1,86.25
2009-10,-4.8,-1.3,52.6,50.9,53.4,-5.7,0.4,2.0,-219.0,0.6,-30.8,0.59,0.405,0.57,5.54,9.8,-227.0,34.6,46.1,70.5,-0.8,1.8,-1.6,-0.6,1.3,0.1,0.1,0.25,-2.5,5.5,-0.35,-7.35,-3.2,-2.2,-2.3,-2.4,-2.2,3.0,4.5,58.6,1233.6,303.7,525.3,0.5,2.3,0.3,1.0,-5.6,1.0,0.1,90.31999969482422
2009-09,-4.3,-1.5,52.9,48.4,54.5,-5.3,1.1,-2.6,-201.0,1.2,-31.85,0.59,0.417,0.58,5.09,9.7,-360.0,18.9,50.0,69.9,1.4,-0.3,-1.1,-0.14999999999999997,1.35,0.1,0.4,0.25,-3.1,5.7,0.0,-8.0,-3.5,-2.2,-2.4,-2.1,-2.1,2.8,6.1,173.5,1159.0,437.3,183.3,0.2,3.9,0.6,-0.5,-6.15,0.35000000000000003,0.1,89.87000274658203
2009-08,-6.8,-2.1,48.9,46.4,47.4,-8.3,-0.5,4.9,-276.0,1.0,-27.49,0.59,0.433,0.56,5.24,9.4,-473.0,12.1,43.4,69.0,0.9,0.8,-1.4,0.3,1.4,0.1,0.3,0.25,-5.6,5.4,0.4,-8.5,-3.4,-2.2,-2.2,-1.7,-1.9,2.7,6.1,222.1,1798.8,602.2,377.9,0.7,2.3,0.2,-2.0,-6.7,-0.3,0.1,92.87000274658203
2009-07,-4.6,-1.4,44.8,47.0,49.3,-9.0,0.5,-1.3,-467.0,-0.4,-25.97,0.59,0.395,0.57,4.89,9.5,-485.0,-0.6,39.9,68.1,1.1,2.5,-1.2,0.2,1.6,0.1,0.0,0.25,-4.15,5.2,-0.4,-6.6,-3.2,-1.8,-1.7,-1.8,-1.7,2.7,6.1,374.1,1015.8,387.3,507.5,2.6,8.0,-0.3,0.2,-6.5,0.1,0.1,94.63999938964844
2009-06,-5.0,-1.3,42.8,44.0,54.8,-9.6,0.4,1.3,-322.0,-1.2,-28.79,0.53,0.342,0.518,4.77,9.4,-491.0,-9.4,34.9,68.2,0.5,1.1,-1.3,0.1,1.8,0.1,0.2,0.25,-2.7,5.0,-0.5,-5.5,-3.0,-1.1,-1.1,-1.5,-1.3,2.7,7.9,309.5,966.3,184.3,298.2,-1.8,10.2,2.2,0.3,-6.7,0.6,0.1,96.33100128173828
2009-05,-3.7,-0.7,40.1,43.7,40.8,-10.1,-0.2,1.9,-504.0,-0.7,-28.53,0.45,0.344,0.5,4.66,8.9,-708.0,-4.6,40.1,69.1,-0.9,0.4,-1.0,-0.09999999999999998,1.8,0.15000000000000002,0.1,0.25,-3.9,4.8,-0.6,-4.0,-2.4,-0.1,-0.1,-0.8,-0.7,2.7,8.2,81.7,902.3,132.9,69.0,-2.3,0.8,-2.8,-1.3,-8.1,-1.1,0.1,95.31199645996094
2009-04,-3.5,-0.4,36.3,40.8,26.9,-9.4,-1.2,-0.8,-699.0,-1.7,-26.13,0.53,0.351,0.516,4.55,8.5,-697.0,-14.7,31.4,69.4,0.7,-0.6,-1.4,-0.3,1.8,0.2,0.2,0.25,-3.3,4.4,-0.3,-2.5,-2.1,-0.3,-0.1,-0.2,0.0,2.2,6.9,-97.1,685.0,202.1,10.3,-1.7,-11.9,-0.8,-0.4,-8.1,-0.2,0.1,98.69000244140625
2009-03,-1.3,0.2,35.8,41.6,25.3,-8.6,1.0,2.1,-651.0,-1.5,-36.2,0.572,0.358,0.564,4.72,8.1,-522.0,-38.2,34.2,70.3,-3.5,3.9,-1.1,0.4,1.8,0.2,0.2,0.25,-2.7,4.1,-0.5,-1.6,-2.6,-0.1,0.0,0.2,0.4,2.1,6.4,71.1,258.0,-844.4,82.1,-2.6,-12.9,0.4,-3.5,-1.1,-0.1,0.1,98.97000122070312
2009-02,1.0,0.0,35.6,42.9,37.7,-9.7,1.6,-4.5,-655.0,-1.9,-39.9,0.47,0.322,0.52,4.49,7.6,-659.0,-34.7,33.3,71.9,-4.9,-3.0,-1.3,-1.0,1.7,0.0,0.3,0.25,-0.8,4.4,-0.8,-0.3,-2.4,0.0,0.0,0.5,0.6,2.0,3.9,-400.0,407.5,-197.9,-956.9,-2.3,-11.8,-1.6,-5.9,-6.3,-1.9,0.1,97.66999816894531
2009-01,-0.9,0.1,32.4,40.1,38.6,-9.8,-3.1,-4.6,-577.0,-2.4,-41.58,0.56,0.344,0.547,4.74,7.2,-476.0,-22.2,35.1,73.3,-6.5,-5.5,-1.1,-0.9,1.7999999999999998,0.0,0.3,0.25,-0.75,3.9,-1.1,1.1,-2.5,0.4,0.0,0.5,0.5,1.8,1.8,-214.2,557.0,-93.4,-322.3,-0.5,-9.4,-1.1,-4.6,-3.2,-0.1,0.1,89.91999816894531
2008-12,0.4,1.1,36.2,37.3,44.9,-7.4,-2.5,-3.7,-584.0,-1.3,-56.69,0.651,0.388,0.615,4.45,6.7,-179.0,-27.9,33.8,75.2,-6.0,0.6,-0.6,-0.8,1.9,0.0,0.4,0.25,-0.7,3.7,-1.9,2.8,-2.0,1.0,1.0,0.8,0.8,1.7,1.9,-367.6,1113.2,145.0,-225.2,-0.1,-3.9,0.4,-0.5,-4.3,-0.6,0.1,90.6500015258789
2008-11,5.2,3.7,38.9,44.4,38.0,-4.1,-2.4,-6.2,-320.0,1.5,-56.56,0.791,0.419,0.73,4.91,6.5,-26.0,-25.4,37.8,76.0,-2.5,-4.4,-0.2,-1.0,2.1,0.0,0.2,0.875,0.1,4.0,-1.6,4.8,-1.4,1.7,1.9,1.1,1.1,1.8,1.4,-247.9,970.5,247.1,-67.7,-1.8,1.6,-0.6,-3.8,-3.3,-0.5,0.3,95.33999633789062
2008-10,8.7,4.9,43.5,50.2,61.4,-1.0,-0.6,-0.2,-284.0,-3.7,-59.08,0.82,0.457,0.805,5.18,6.1,-37.0,-24.6,56.7,75.5,-4.3,-1.0,0.3,-0.3,2.4,0.2,0.2,1.5,-0.3,4.2,-0.4,6.8,0.1,2.1,2.3,1.2,1.5,2.2,0.9,33.0,903.2,-236.0,95.1,0.8,-3.5,-1.4,-2.3,-2.2,0.7,0.5,98.44000244140625
2008-09,9.6,5.4,49.9,50.6,58.5,1.6,-0.7,-5.5,-73.0,-1.0,-61.31,0.895,0.452,0.872,4.91,6.1,-14.0,-7.4,57.9,78.7,0.7,-3.0,1.1,0.0,2.6,0.2,0.4,2.0,0.3,4.0,-0.1,7.2,1.4,2.1,2.4,1.4,1.7,2.4,-0.2,-113.3,1555.9,232.2,-324.0,-0.9,1.4,1.2,-4.0,-0.7,0.0,0.5,106.06999969482422
2008-08,9.8,5.6,50.0,49.5,51.9,2.6,0.3,0.8,-51.0,0.1,-58.8,0.954,0.52,0.937,5.0,5.7,9.0,2.8,50.8,79.9,2.1,0.7,0.7,0.1,2.4,0.3,0.3,2.0,0.25,4.1,2.0,7.1,1.3,2.3,2.4,1.3,1.5,2.1,-0.7,172.4,1290.7,252.1,91.1,0.4,-1.7,-0.8,-0.5,-3.9,0.0,0.5,108.43000030517578
2008-07,9.2,5.0,50.2,48.2,51.0,3.0,0.8,1.3,-51.0,0.4,-59.2,1.066,0.503,1.091,4.86,5.5,25.0,-4.9,49.6,79.8,0.6,2.4,0.3,0.45,2.25,0.2,0.6,2.0,0.2,4.0,0.8,5.6,1.2,2.0,1.9,1.6,1.6,2.3,-0.5599999999999998,135.4,2000.6,529.4,138.6,0.8,2.2,-0.2,-1.8,-2.1,0.2,0.5,107.80999755859375
2008-06,7.2,4.2,49.6,51.7,58.1,2.5,1.2,0.1,-49.0,-0.2,-60.5,0.978,0.533,0.978,4.99,5.5,19.0,-8.7,49.1,79.4,1.3,-0.9,0.5,0.8,2.1,0.1,0.3,2.0,0.6,4.0,1.1,4.7,0.6,1.3,1.5,1.5,1.3,2.0,-0.41999999999999993,642.3,1510.7,634.7,365.6,0.5,105.9,1.8,-3.2,-2.2,-0.1,0.5,106.12000274658203
2008-05,6.5,3.9,48.6,52.0,62.8,2.0,1.0,-1.0,-28.0,-0.7,-56.49,1.008,0.525,0.982,4.89,5.0,13.0,-3.2,48.3,79.6,1.5,1.9,0.2,0.4,2.1,0.1,0.1,2.0,1.5,3.8,0.6,3.7,0.5,0.8,0.9,0.9,0.9,1.9,-0.2799999999999999,609.2,2096.6,1250.7,485.0,-1.4,102.6,0.3,-2.7,0.2,0.5,0.5,105.43000030517578
2008-04,6.9,4.0,48.6,49.6,65.9,2.0,0.1,-0.3,-80.0,0.2,-61.71,0.954,0.526,0.932,4.93,5.1,-18.0,0.6,48.2,80.4,-0.9,1.5,0.5,0.25,2.05,0.1,0.3,2.0,1.5,3.9,0.5,3.9,0.4,1.2,1.2,0.6,0.7,2.2,-0.1399999999999999,770.0,1461.1,1035.3,1118.6,0.0,106.3,-1.7,-1.6,1.3,-1.0,0.5,103.94300079345703
2008-03,6.4,4.0,48.3,49.3,76.4,2.6,-0.1,-0.9,-76.0,-0.7,-58.96,1.075,0.575,0.984,5.03,4.8,9.5,-22.2,44.5,80.3,-2.3,-2.6,0.9,0.1,2.0,0.1,0.3,2.25,1.0,3.8,0.4,3.4,0.7,1.0,1.0,0.6,0.6,2.3,0.0,610.0,2074.7,85.8,970.0,-0.2,107.4,0.4,0.0,-1.9,0.8,0.5,99.8499984741211
2008-02,7.4,4.3,50.7,44.6,87.9,3.9,0.5,-4.7,-22.0,0.1,-57.9,1.071,0.601,1.048,4.89,4.9,37.0,-11.7,51.5,81.5,2.0,-1.6,0.7,0.4,2.2,0.3,0.2,2.625,-0.34999999999999987,3.8,0.2,3.0,0.8,0.7,0.8,0.4,0.4,2.2,0.14,861.9,1832.6,1013.0,-794.3,-0.5,110.2,-0.6,3.6,-1.5,-0.8,0.5,103.7699966430664
2008-01,6.3,4.1,48.4,53.9,88.6,4.1,-0.3,4.4,82.0,0.1,-63.12,1.004,0.605,1.08,4.91,5.0,173.0,9.0,56.4,81.5,1.7,2.6,0.4,0.3,2.2,0.2,0.4,3.0,-1.7,3.8,0.4,2.6,1.4,0.7,0.8,0.2,0.4,2.1,0.28,640.0,2164.0,932.7,877.0,1.2,108.4,0.1,2.2,0.4,0.3,0.5,106.2509994506836
2007-12,7.2,4.3,50.8,54.1,87.8,6.3,1.8,0.5,115.0,0.3,-57.82,1.162,0.634,1.08,5.0,4.7,146.0,9.8,52.9,81.6,0.7,-0.4,0.1,1.0,2.2,0.2,0.5,4.25,-0.2,4.0,0.2,2.3,1.4,0.6,0.4,0.4,0.3,2.0,0.42,830.0,2229.0,1132.9166666666665,791.0,-1.6,110.2,1.1,-0.6,-1.8,0.3,0.5,111.6500015258789
2007-11,6.1,3.5,50.9,55.8,95.2,5.2,0.4,-0.4,170.0,-0.7,-57.12,1.232,0.711,1.17,4.98,4.7,119.0,27.4,49.7,81.4,0.3,-0.9,0.4,0.4,2.0,0.2,0.1,4.375,-0.35,4.0,0.05000000000000002,2.4,1.4,0.3,0.1,0.3,0.1,2.0,0.5599999999999999,1072.6,2242.0,1333.1333333333332,1018.6,1.0,108.6,-1.6,0.6,-2.0,-1.5,0.5,111.76000213623047
2007-10,4.4,2.8,52.0,54.8,99.5,5.0,0.3,-1.4,96.0,0.2,-56.8,1.193,0.716,1.261,5.03,4.7,27.0,28.8,54.2,82.1,-3.5,1.1,0.3,0.5,1.9,0.15000000000000002,0.3,4.5,-0.5,3.8,-0.1,1.7,1.4,-0.2,-0.1,0.1,0.0,1.7,0.7,1034.3,2081.0,1533.35,1635.9,-0.4,109.7,1.3,3.2,-2.9,3.9,0.5,115.38999938964844
2007-09,2.2,2.0,52.9,55.8,105.0,3.7,-0.4,-5.3,93.0,0.0,-59.0,1.327,0.735,1.307,5.48,4.6,48.0,14.7,53.8,82.0,0.10000000000000009,-1.8,0.5,0.6,1.8,0.1,0.3,4.75,-0.5,3.6,0.0,1.9,1.4,-0.2,-0.1,-0.2,-0.1,1.58,0.7,1144.9,1856.0,1733.5666666666666,743.2,0.2,109.02,-0.5,1.6,-3.8,-2.5,0.5,114.81999969482422
2007-08,4.0,2.4,53.8,55.8,111.9,3.2,0.7,6.1,68.0,0.5,-59.43,1.367,0.867,1.389,5.75,4.6,150.0,25.1,53.4,82.2,3.7,3.4,0.4,0.4,1.9,0.1,0.3,5.25,-0.5,3.7,0.6,2.1,1.4,-0.1,-0.1,-0.3,0.0,1.46,0.7,878.3,2004.0,1933.7833333333333,822.6,-0.3,108.34,0.1,-0.1,0.9,-0.8,0.5,115.7699966430664
2007-07,3.3,2.7,56.0,60.7,105.3,3.8,-0.4,1.9,69.0,0.6,-59.16,1.467,0.846,1.413,5.76,4.5,123.5,26.5,60.2,81.7,-0.5,-0.5,0.5,0.2,1.9,0.1,0.3,5.25,-0.5,3.8,0.1,2.3,1.4,-0.2,-0.1,-0.1,-0.1,1.34,0.7,823.8,2152.0,2134.0,1227.0,1.2,107.66,-0.1,0.1,-0.8,-0.9666666666666668,0.5,118.41999816894531
2007-06,4.1,2.7,55.0,59.7,108.5,5.0,-1.1102230246251565e-16,-2.3,190.0,-0.1,-58.5,1.434,0.893,1.52,5.99,4.5,97.0,25.8,61.7,81.4,0.5,-0.2,0.4,0.6,2.0,0.1,0.1,5.25,-0.5,3.8,0.5,2.2,1.4,0.0,-0.1,-0.2,-0.1,1.22,0.7,823.8,2300.0,2134.0,799.7,-1.4,106.98,1.7,0.1,-1.8,-1.1333333333333333,0.5,123.16000366210938
2007-05,3.2,2.6,54.7,56.0,108.5,3.2,0.39999999999999997,1.1,80.0,0.4,-62.39,1.506,0.93,1.4885000000000002,6.01,4.5,97.0,25.8,61.7,81.5,4.1,2.5,0.0,0.5,2.15,0.1,0.06666666666666667,5.25,-0.5,3.8,0.65,2.2,1.4,-0.1,-0.1,0.0,-0.1,1.1,0.7,823.8,2400.0,2134.0,922.8,-1.4,106.3,0.3999999999999999,0.1,-1.8,-1.1333333333333333,0.5,121.75
